City/Town,County,Population,Total Case Counts,Two Week Case Counts,Average Daily Rate,Color,Change in Last Week,Total Tests,Total Tests Last Two Weeks,Total Positive Tests,Percent Positivity,Change Since Last Week,Testing Rate,Report Date,Start_Date,End_Date
Newton,Middlesex,"91,690",2432,378,29.4,Yellow,Higher,238551,13876,427,3.08%,Higher,15133.60,2021-01-07,2020-12-20,2021-01-02
Norfolk,Norfolk,"12,493",706,60,34.3,Red,Lower,13260,888,66,7.43%,Lower,7108.14,2021-01-07,2020-12-20,2021-01-02
North Adams,Berkshire,"12,876",227,57,31.6,Yellow,Higher,17648,1344,62,4.61%,Higher,10437.85,2021-01-07,2020-12-20,2021-01-02
North Andover,Essex,"30,288",1876,293,69.1,Red,Lower,87790,4557,346,7.59%,No Change,15045.44,2021-01-07,2020-12-20,2021-01-02
North Attleborough,Bristol,"30,326",1229,222,52.3,Red,Higher,27081,2638,238,9.02%,Higher,8698.89,2021-01-07,2020-12-20,2021-01-02
North Brookfield,Worcester,"4,632",154,44,67.9,Red,Higher,4014,376,46,12.23%,Higher,8117.86,2021-01-07,2020-12-20,2021-01-02
North Reading,Middlesex,"16,656",798,146,62.6,Red,Lower,21486,2034,155,7.62%,Lower,12212.04,2021-01-07,2020-12-20,2021-01-02
Northampton,Hampshire,"29,199",676,107,26.2,Yellow,Higher,51789,3798,126,3.32%,Higher,13007.09,2021-01-07,2020-12-20,2021-01-02
Northborough,Worcester,"13,564",773,107,56.3,Yellow,Lower,21959,2440,120,4.92%,Higher,17989.35,2021-01-07,2020-12-20,2021-01-02
Northbridge,Worcester,"18,221",797,85,33.3,Red,Higher,19316,1743,98,5.62%,Higher,9566.11,2021-01-07,2020-12-20,2021-01-02
Northfield,Franklin,"2,949",19,<5,4.8,Grey,Lower,3216,230,2,0.87%,Lower,7798.59,2021-01-07,2020-12-20,2021-01-02
Norton,Bristol,"19,910",778,117,42.0,Red,Higher,47357,1547,131,8.47%,Higher,7770.01,2021-01-07,2020-12-20,2021-01-02
Norwell,Plymouth,"10,719",350,76,50.6,Red,Higher,12462,1242,81,6.52%,Higher,11587.01,2021-01-07,2020-12-20,2021-01-02
Norwood,Norfolk,"30,257",1682,251,59.3,Red,Lower,39275,3853,287,7.45%,Higher,12734.05,2021-01-07,2020-12-20,2021-01-02
Oak Bluffs,Dukes,"5,209",132,26,35.7,Red,Higher,5496,444,27,6.08%,Higher,8524.50,2021-01-07,2020-12-20,2021-01-02
Oakham,Worcester,"2,134",50,16,53.6,Yellow,Lower,1691,146,17,11.64%,Higher,6841.21,2021-01-07,2020-12-20,2021-01-02
Orange,Franklin,"8,125",157,35,30.8,Red,Lower,7838,683,37,5.42%,Higher,8406.36,2021-01-07,2020-12-20,2021-01-02
Orleans,Barnstable,"5,620",77,27,34.3,Red,Higher,3890,394,27,6.85%,Higher,7010.33,2021-01-07,2020-12-20,2021-01-02
Otis,Berkshire,"1,880",24,<5,11.4,Grey,Lower,1066,112,4,3.57%,Lower,5957.59,2021-01-07,2020-12-20,2021-01-02
Oxford,Worcester,"13,749",572,167,86.8,Red,Higher,12471,1183,184,15.55%,Higher,8604.04,2021-01-07,2020-12-20,2021-01-02
Palmer,Hampden,"11,815",446,93,56.2,Red,Higher,11833,1082,103,9.52%,Higher,9158.17,2021-01-07,2020-12-20,2021-01-02
Paxton,Worcester,"4,953",237,57,82.2,Red,Higher,14650,492,63,12.80%,Higher,9933.04,2021-01-07,2020-12-20,2021-01-02
Peabody,Essex,"55,967",4220,724,92.4,Red,Higher,75788,8790,842,9.58%,Higher,15705.70,2021-01-07,2020-12-20,2021-01-02
Pelham,Hampshire,"1,234",16,<5,5.8,Grey,Lower,810,80,1,1.25%,Lower,6485.38,2021-01-07,2020-12-20,2021-01-02
Pembroke,Plymouth,"18,770",627,178,67.7,Red,Higher,15719,1668,193,11.57%,Higher,8886.73,2021-01-07,2020-12-20,2021-01-02
Pepperell,Middlesex,"12,292",295,57,33.1,Red,Higher,9244,813,63,7.75%,Higher,6613.98,2021-01-07,2020-12-20,2021-01-02
Peru,Berkshire,835,<5,0,0.0,Grey,No Change,299,22,0,0.00%,No Change,2636.06,2021-01-07,2020-12-20,2021-01-02
Petersham,Worcester,"1,268",26,7,39.4,Grey,Higher,1081,88,7,7.95%,Higher,6941.84,2021-01-07,2020-12-20,2021-01-02
Phillipston,Worcester,"1,713",40,7,29.2,Grey,Lower,1164,108,8,7.41%,Lower,6303.72,2021-01-07,2020-12-20,2021-01-02
Pittsfield,Berkshire,"43,956",1584,258,41.9,Yellow,Higher,51627,6238,290,4.65%,Higher,14191.62,2021-01-07,2020-12-20,2021-01-02
Plainfield,Hampshire,626,11,0,0.0,Grey,No Change,511,36,0,0.00%,No Change,5751.30,2021-01-07,2020-12-20,2021-01-02
Plainville,Norfolk,"9,211",330,68,52.7,Red,Higher,8924,744,72,9.68%,Higher,8077.30,2021-01-07,2020-12-20,2021-01-02
Plymouth,Plymouth,"62,729",2298,457,52.0,Red,Higher,61395,6652,516,7.76%,Higher,10604.42,2021-01-07,2020-12-20,2021-01-02
Plympton,Plymouth,"3,007",65,16,38.0,Yellow,No Change,2256,229,17,7.42%,Lower,7615.36,2021-01-07,2020-12-20,2021-01-02
Princeton,Worcester,"3,230",94,20,44.2,Yellow,No Change,3997,285,21,7.37%,Higher,8822.84,2021-01-07,2020-12-20,2021-01-02
Provincetown,Barnstable,"2,583",47,6,16.6,Grey,No Change,3169,231,7,3.03%,Higher,8943.67,2021-01-07,2020-12-20,2021-01-02
Quincy,Norfolk,"101,531",4255,781,54.9,Red,Higher,117475,10993,880,8.01%,Higher,10827.25,2021-01-07,2020-12-20,2021-01-02
Randolph,Norfolk,"34,438",2435,330,68.4,Red,Higher,44260,3780,382,10.11%,Higher,10976.28,2021-01-07,2020-12-20,2021-01-02
Raynham,Bristol,"15,123",858,184,86.9,Red,Lower,16291,1758,209,11.89%,Higher,11624.68,2021-01-07,2020-12-20,2021-01-02
Reading,Middlesex,"27,680",1155,262,67.6,Red,Higher,33517,3730,283,7.59%,Higher,13475.40,2021-01-07,2020-12-20,2021-01-02
Rehoboth,Bristol,"12,713",572,96,53.9,Red,Higher,9898,898,108,12.03%,Higher,7063.85,2021-01-07,2020-12-20,2021-01-02
Revere,Suffolk,"60,849",7157,932,109.4,Red,Lower,97943,9237,1178,12.75%,Higher,15180.20,2021-01-07,2020-12-20,2021-01-02
Richmond,Berkshire,"1,305",23,<5,21.9,Grey,Higher,1190,117,5,4.27%,Higher,8966.96,2021-01-07,2020-12-20,2021-01-02
Rochester,Plymouth,"5,676",232,49,61.7,Red,Higher,4993,506,53,10.47%,Higher,8915.30,2021-01-07,2020-12-20,2021-01-02
Rockland,Plymouth,"18,091",1014,198,78.2,Red,Higher,18018,2097,216,10.30%,Higher,11591.22,2021-01-07,2020-12-20,2021-01-02
Rockport,Essex,"6,462",167,26,28.7,Red,Lower,6100,628,31,4.94%,Lower,9718.61,2021-01-07,2020-12-20,2021-01-02
Rowe,Franklin,336,5,0,0.0,Grey,No Change,314,22,0,0.00%,No Change,6550.38,2021-01-07,2020-12-20,2021-01-02
Rowley,Essex,"6,180",226,46,53.2,Red,Lower,6706,704,54,7.67%,Higher,11391.92,2021-01-07,2020-12-20,2021-01-02
Royalston,Worcester,"1,274",36,15,84.1,Green,Higher,1124,122,15,12.30%,Higher,9577.34,2021-01-07,2020-12-20,2021-01-02
Russell,Hampden,"1,895",61,11,41.5,Green,Higher,1475,137,12,8.76%,Higher,7230.67,2021-01-07,2020-12-20,2021-01-02
Rutland,Worcester,"9,116",304,47,36.8,Red,Lower,9895,820,53,6.46%,Lower,8994.96,2021-01-07,2020-12-20,2021-01-02
Salem,Essex,"45,021",2896,438,69.5,Red,Lower,77558,7962,571,7.17%,Higher,17685.02,2021-01-07,2020-12-20,2021-01-02
Salisbury,Essex,"8,853",375,75,60.5,Red,Lower,8157,815,82,10.06%,Higher,9205.71,2021-01-07,2020-12-20,2021-01-02
Sandisfield,Berkshire,932,20,<5,15.3,Grey,Lower,1126,86,3,3.49%,Lower,9231.00,2021-01-07,2020-12-20,2021-01-02
Sandwich,Barnstable,"21,078",378,97,32.9,Red,Higher,16568,1619,103,6.36%,Higher,7681.01,2021-01-07,2020-12-20,2021-01-02
Saugus,Essex,"28,486",2537,419,105.1,Red,No Change,42262,4352,496,11.40%,Higher,15277.51,2021-01-07,2020-12-20,2021-01-02
Savoy,Berkshire,620,9,5,57.6,Grey,Higher,504,71,6,8.45%,Higher,11444.16,2021-01-07,2020-12-20,2021-01-02
Scituate,Plymouth,"18,099",614,151,59.6,Red,Higher,18383,2031,161,7.93%,Higher,11221.46,2021-01-07,2020-12-20,2021-01-02
Seekonk,Bristol,"14,013",779,124,63.2,Red,Higher,11320,1062,143,13.47%,Higher,7578.56,2021-01-07,2020-12-20,2021-01-02
Sharon,Norfolk,"18,280",475,80,31.3,Yellow,Higher,20681,1926,89,4.62%,Higher,10536.26,2021-01-07,2020-12-20,2021-01-02
Sheffield,Berkshire,"3,054",54,9,21.0,Grey,Higher,7427,248,9,3.63%,Higher,8120.27,2021-01-07,2020-12-20,2021-01-02
Shelburne,Franklin,"1,831",21,<5,3.9,Grey,Higher,3426,244,1,0.41%,Higher,13328.36,2021-01-07,2020-12-20,2021-01-02
Sherborn,Middlesex,"3,774",96,21,39.8,Yellow,Higher,4934,429,24,5.59%,Higher,11368.60,2021-01-07,2020-12-20,2021-01-02
Shirley,Middlesex,"8,526",656,77,64.5,Red,Lower,8741,456,81,17.76%,Higher,5348.54,2021-01-07,2020-12-20,2021-01-02
Shrewsbury,Worcester,"39,497",1735,367,66.4,Red,Higher,46895,4306,388,9.01%,Higher,10902.20,2021-01-07,2020-12-20,2021-01-02
Shutesbury,Franklin,"1,742",20,<5,12.3,Grey,Lower,2151,172,3,1.74%,Lower,9871.53,2021-01-07,2020-12-20,2021-01-02
Somerset,Bristol,"18,521",1235,209,80.6,Red,Lower,20131,1810,238,13.15%,Higher,9772.63,2021-01-07,2020-12-20,2021-01-02
Somerville,Middlesex,"75,646",3394,417,39.4,Yellow,Higher,266444,13594,477,3.51%,Higher,17970.47,2021-01-07,2020-12-20,2021-01-02
South Hadley,Hampshire,"18,076",586,117,46.2,Red,Higher,25545,2003,135,6.74%,Higher,11080.76,2021-01-07,2020-12-20,2021-01-02
Southampton,Hampshire,"6,018",200,59,70.0,Red,Higher,6367,640,64,10.00%,Higher,10634.77,2021-01-07,2020-12-20,2021-01-02
Southborough,Worcester,"9,670",283,50,36.9,Red,Lower,17426,1392,50,3.59%,Lower,14394.75,2021-01-07,2020-12-20,2021-01-02
Southbridge,Worcester,"16,770",1015,168,71.6,Red,Lower,17291,1638,197,12.03%,Lower,9767.47,2021-01-07,2020-12-20,2021-01-02
Southwick,Hampden,"9,800",310,57,41.5,Red,Higher,8279,724,60,8.29%,Higher,7387.87,2021-01-07,2020-12-20,2021-01-02
Spencer,Worcester,"11,470",474,111,69.1,Red,Higher,11930,1105,117,10.59%,Higher,9633.83,2021-01-07,2020-12-20,2021-01-02
Springfield,Hampden,"156,245",11944,1703,77.9,Red,Higher,199662,17104,2071,12.11%,Higher,10946.93,2021-01-07,2020-12-20,2021-01-02
Sterling,Worcester,"7,859",434,96,87.3,Red,Higher,11140,1051,103,9.80%,Higher,13373.02,2021-01-07,2020-12-20,2021-01-02
Stockbridge,Berkshire,"1,706",38,10,41.9,Grey,Higher,2423,267,12,4.49%,Higher,15648.89,2021-01-07,2020-12-20,2021-01-02
Stoneham,Middlesex,"22,264",1479,298,95.6,Red,Lower,36007,4469,338,7.56%,Higher,20072.89,2021-01-07,2020-12-20,2021-01-02
Stoughton,Norfolk,"27,679",1641,279,72.0,Red,Higher,31479,2930,323,11.02%,Higher,10585.51,2021-01-07,2020-12-20,2021-01-02
Stow,Middlesex,"7,245",144,26,25.6,Red,Higher,7855,600,27,4.50%,Higher,8281.42,2021-01-07,2020-12-20,2021-01-02
Sturbridge,Worcester,"10,569",333,91,61.5,Red,Higher,8953,844,97,11.49%,Higher,7985.61,2021-01-07,2020-12-20,2021-01-02
Sudbury,Middlesex,"17,810",447,60,24.1,Yellow,No Change,22670,2465,67,2.72%,Higher,13840.69,2021-01-07,2020-12-20,2021-01-02
Sunderland,Franklin,"3,721",95,11,21.1,Green,Higher,13550,599,11,1.84%,Higher,16098.37,2021-01-07,2020-12-20,2021-01-02
Sutton,Worcester,"8,954",377,56,44.7,Red,Lower,9363,765,58,7.58%,Lower,8543.29,2021-01-07,2020-12-20,2021-01-02
Swampscott,Essex,"13,616",664,157,82.4,Red,Higher,24256,2912,178,6.11%,Higher,21385.96,2021-01-07,2020-12-20,2021-01-02
Swansea,Bristol,"15,949",1013,173,77.5,Red,Higher,16975,1643,194,11.81%,Higher,10301.52,2021-01-07,2020-12-20,2021-01-02
Taunton,Bristol,"57,573",3450,588,73.0,Red,Lower,65890,6360,684,10.75%,Higher,11046.80,2021-01-07,2020-12-20,2021-01-02
Templeton,Worcester,"9,020",329,72,57.0,Red,Higher,8984,899,73,8.12%,Higher,9967.18,2021-01-07,2020-12-20,2021-01-02
Tewksbury,Middlesex,"30,826",2121,395,91.5,Red,Higher,47726,4837,422,8.72%,Higher,15691.48,2021-01-07,2020-12-20,2021-01-02
Tisbury,Dukes,"4,174",183,26,44.5,Red,Higher,10387,743,28,3.77%,Higher,17800.27,2021-01-07,2020-12-20,2021-01-02
Tolland,Hampden,414,5,0,0.0,Grey,No Change,148,13,0,0.00%,No Change,3136.55,2021-01-07,2020-12-20,2021-01-02
Topsfield,Essex,"5,778",276,32,39.6,Red,Lower,9244,959,38,3.96%,Lower,16598.27,2021-01-07,2020-12-20,2021-01-02
Townsend,Middlesex,"9,114",246,58,45.5,Red,Higher,7635,557,61,10.95%,Higher,6111.61,2021-01-07,2020-12-20,2021-01-02
Truro,Barnstable,"1,968",18,0,0.0,Grey,No Change,1396,107,0,0.00%,No Change,5436.63,2021-01-07,2020-12-20,2021-01-02
Tyngsborough,Middlesex,"11,979",695,91,54.3,Red,Lower,12245,1046,102,9.75%,Lower,8731.88,2021-01-07,2020-12-20,2021-01-02
Tyringham,Berkshire,242,6,<5,118.3,Grey,No Change,266,33,4,12.12%,Higher,13659.51,2021-01-07,2020-12-20,2021-01-02
Unknown town,Unknown,0,1177,258,*,,*,201280,14908,259,*,*,*,2021-01-07,2020-12-20,2021-01-02
Upton,Worcester,"9,203",167,34,26.4,Red,Lower,6944,597,37,6.20%,Higher,6486.87,2021-01-07,2020-12-20,2021-01-02
Uxbridge,Worcester,"15,611",516,78,35.7,Red,Lower,12830,1034,85,8.22%,Lower,6623.39,2021-01-07,2020-12-20,2021-01-02
Wakefield,Middlesex,"27,113",1335,233,61.4,Red,Lower,38409,4070,283,6.95%,Higher,15011.01,2021-01-07,2020-12-20,2021-01-02
Wales,Hampden,"1,911",45,14,52.3,Green,Higher,1269,118,15,12.71%,Higher,6174.77,2021-01-07,2020-12-20,2021-01-02
Walpole,Norfolk,"26,055",1007,188,51.5,Red,Lower,30392,2939,207,7.04%,Higher,11279.91,2021-01-07,2020-12-20,2021-01-02
Waltham,Middlesex,"66,447",3338,465,50.0,Red,Higher,165736,7700,523,6.79%,Higher,11588.16,2021-01-07,2020-12-20,2021-01-02
Ware,Hampshire,"10,160",247,59,41.5,Red,Higher,9931,899,66,7.34%,Higher,8848.09,2021-01-07,2020-12-20,2021-01-02
Wareham,Plymouth,"24,185",872,155,45.8,Red,Higher,18716,1808,188,10.40%,Higher,7475.66,2021-01-07,2020-12-20,2021-01-02
Warren,Worcester,"5,442",100,27,35.4,Red,Higher,3589,327,28,8.56%,Higher,6008.47,2021-01-07,2020-12-20,2021-01-02
Warwick,Franklin,734,5,<5,29.2,Grey,Higher,564,56,4,7.14%,Higher,7630.03,2021-01-07,2020-12-20,2021-01-02
Washington,Berkshire,445,<5,0,0.0,Grey,No Change,352,57,0,0.00%,No Change,12804.71,2021-01-07,2020-12-20,2021-01-02
Watertown,Middlesex,"33,037",1402,258,55.8,Red,Higher,54909,5881,302,5.14%,Higher,17801.39,2021-01-07,2020-12-20,2021-01-02
Wayland,Middlesex,"13,218",370,100,54.0,Red,Higher,19406,2431,123,5.06%,Higher,18392.20,2021-01-07,2020-12-20,2021-01-02
Webster,Worcester,"17,181",1067,251,104.4,Red,Higher,22430,2296,303,13.20%,Higher,13363.68,2021-01-07,2020-12-20,2021-01-02
Wellesley,Norfolk,"29,713",684,81,19.5,Yellow,Higher,99163,3843,90,2.34%,Higher,12933.71,2021-01-07,2020-12-20,2021-01-02
Wellfleet,Barnstable,"2,760",29,<5,7.8,Grey,Higher,1935,111,3,2.70%,Higher,4021.98,2021-01-07,2020-12-20,2021-01-02
Wendell,Franklin,709,9,<5,20.1,Grey,Higher,840,65,2,3.08%,Higher,9164.61,2021-01-07,2020-12-20,2021-01-02
Wenham,Essex,"5,203",154,40,54.9,Red,Higher,7725,858,44,5.13%,No Change,16490.09,2021-01-07,2020-12-20,2021-01-02
West Boylston,Worcester,"7,841",364,130,118.4,Red,Higher,9123,1068,135,12.64%,Higher,13621.34,2021-01-07,2020-12-20,2021-01-02
West Bridgewater,Plymouth,"7,286",458,99,97.1,Red,No Change,10130,1009,107,10.60%,Higher,13848.81,2021-01-07,2020-12-20,2021-01-02
West Brookfield,Worcester,"3,704",135,39,75.2,Red,Higher,4858,477,45,9.43%,Higher,12878.40,2021-01-07,2020-12-20,2021-01-02
West Newbury,Essex,"4,036",110,19,33.6,Yellow,Lower,4628,447,23,5.15%,No Change,11074.27,2021-01-07,2020-12-20,2021-01-02
West Springfield,Hampden,"29,348",1613,214,52.1,Red,Higher,31012,3228,258,7.99%,Higher,10999.10,2021-01-07,2020-12-20,2021-01-02
West Stockbridge,Berkshire,"1,175",24,5,30.4,Grey,Higher,1350,144,6,4.17%,Higher,12254.10,2021-01-07,2020-12-20,2021-01-02
West Tisbury,Dukes,"2,871",58,8,19.9,Grey,Higher,3669,295,8,2.71%,Higher,10274.13,2021-01-07,2020-12-20,2021-01-02
Westborough,Worcester,"18,711",955,115,43.9,Yellow,Lower,27163,3056,131,4.29%,No Change,16332.53,2021-01-07,2020-12-20,2021-01-02
Westfield,Hampden,"41,355",1698,264,45.6,Red,Higher,40345,3991,292,7.32%,Higher,9650.57,2021-01-07,2020-12-20,2021-01-02
Westford,Middlesex,"23,089",721,135,41.8,Red,Higher,23124,1990,147,7.39%,Higher,8618.74,2021-01-07,2020-12-20,2021-01-02
Westhampton,Hampshire,"1,711",32,9,37.6,Grey,No Change,892,77,9,11.69%,Lower,4499.73,2021-01-07,2020-12-20,2021-01-02
Westminster,Worcester,"7,316",267,67,65.4,Red,Higher,7624,639,67,10.49%,Higher,8734.70,2021-01-07,2020-12-20,2021-01-02
Weston,Middlesex,"10,982",304,39,25.4,Yellow,Higher,20399,2042,46,2.25%,Higher,18594.53,2021-01-07,2020-12-20,2021-01-02
Westport,Bristol,"16,752",873,158,67.4,Red,Lower,15945,1551,174,11.22%,No Change,9258.47,2021-01-07,2020-12-20,2021-01-02
Westwood,Norfolk,"14,695",515,92,44.7,Red,Higher,18992,1822,97,5.32%,Higher,12398.62,2021-01-07,2020-12-20,2021-01-02
Weymouth,Norfolk,"56,177",2757,634,80.6,Red,Higher,56087,5865,693,11.82%,Higher,10440.16,2021-01-07,2020-12-20,2021-01-02
Whately,Franklin,"1,451",43,15,73.8,Green,Higher,1009,96,15,15.63%,Higher,6613.91,2021-01-07,2020-12-20,2021-01-02
Whitman,Plymouth,"15,539",720,113,51.9,Red,Lower,14064,1355,132,9.74%,Lower,8719.93,2021-01-07,2020-12-20,2021-01-02
Wilbraham,Hampden,"14,533",790,145,71.3,Red,Higher,26710,2117,163,7.70%,Higher,14566.39,2021-01-07,2020-12-20,2021-01-02
Williamsburg,Hampshire,"2,458",43,5,14.5,Grey,Lower,4062,286,5,1.75%,Lower,11634.19,2021-01-07,2020-12-20,2021-01-02
Williamstown,Berkshire,"7,178",170,23,22.9,Yellow,Lower,45824,1413,26,1.84%,Higher,19683.85,2021-01-07,2020-12-20,2021-01-02
Wilmington,Middlesex,"24,460",1348,282,82.3,Red,Lower,26116,2766,308,11.14%,Higher,11308.14,2021-01-07,2020-12-20,2021-01-02
Winchendon,Worcester,"10,765",341,69,45.8,Red,Higher,9261,866,74,8.55%,Higher,8044.51,2021-01-07,2020-12-20,2021-01-02
Winchester,Middlesex,"22,284",723,112,35.9,Yellow,Lower,36766,4429,133,3.00%,Lower,19874.99,2021-01-07,2020-12-20,2021-01-02
Windsor,Berkshire,845,7,<5,8.5,Grey,Higher,602,57,1,1.75%,Higher,6743.10,2021-01-07,2020-12-20,2021-01-02
Winthrop,Suffolk,"18,868",1496,212,80.3,Red,Higher,43422,4482,277,6.18%,Higher,23754.33,2021-01-07,2020-12-20,2021-01-02
Woburn,Middlesex,"41,525",2669,429,73.8,Red,Lower,53367,5206,495,9.51%,Higher,12537.02,2021-01-07,2020-12-20,2021-01-02
Worcester,Worcester,"191,575",15574,2059,76.8,Red,Lower,446023,27744,2363,8.52%,Higher,14482.08,2021-01-07,2020-12-20,2021-01-02
Worthington,Hampshire,"1,047",20,<5,6.8,Grey,No Change,1085,79,1,1.27%,Higher,7547.32,2021-01-07,2020-12-20,2021-01-02
Wrentham,Norfolk,"11,271",610,84,53.2,Red,Lower,17660,1718,91,5.30%,Higher,15242.20,2021-01-07,2020-12-20,2021-01-02
Yarmouth,Barnstable,"24,062",685,140,41.6,Red,Lower,21888,2551,170,6.66%,Lower,10601.91,2021-01-07,2020-12-20,2021-01-02
Abington,Plymouth,"18,224",1073,224,87.8,Red,Higher,18095,2064,240,11.63%,Lower,11325.58,2021-01-14,2020-12-27,2021-01-09
Acton,Middlesex,"23,728",596,90,27.1,Yellow,Higher,25882,2510,100,3.98%,No Change,10578.32,2021-01-14,2020-12-27,2021-01-09
Acushnet,Bristol,"10,449",808,241,164.7,Red,Higher,12928,1893,272,14.37%,Higher,18116.08,2021-01-14,2020-12-27,2021-01-09
Adams,Berkshire,"8,227",171,46,39.9,Red,Higher,8095,991,48,4.84%,Higher,12045.07,2021-01-14,2020-12-27,2021-01-09
Agawam,Hampden,"28,496",1699,288,72.2,Red,Higher,38404,3965,319,8.05%,Higher,13914.15,2021-01-14,2020-12-27,2021-01-09
Alford,Berkshire,462,<5,0,0.0,Grey,No Change,159,5,0,0.00%,No Change,1081.70,2021-01-14,2020-12-27,2021-01-09
All of Massachusetts,Statewide,"6,964,383",427752,76054,78.0,,Higher,11944985,1069689,85470,7.99%,Higher,15359.42,2021-01-14,2020-12-27,2021-01-09
Amesbury,Essex,"16,598",773,140,60.2,Red,Lower,18587,2224,160,7.19%,Lower,13399.18,2021-01-14,2020-12-27,2021-01-09
Amherst,Hampshire,"40,259",981,150,26.6,Yellow,Higher,185953,5534,166,3.00%,Higher,13745.91,2021-01-14,2020-12-27,2021-01-09
Andover,Essex,"36,064",1748,331,65.6,Red,Higher,58725,5319,379,7.13%,Higher,14748.76,2021-01-14,2020-12-27,2021-01-09
Aquinnah,Dukes,261,<5,<5,27.4,Grey,Higher,428,18,1,5.56%,Higher,6901.75,2021-01-14,2020-12-27,2021-01-09
Arlington,Middlesex,"45,827",1194,209,32.6,Yellow,Higher,67857,6679,232,3.47%,Lower,14574.33,2021-01-14,2020-12-27,2021-01-09
Ashburnham,Worcester,"6,287",247,78,88.6,Red,Higher,6967,754,80,10.61%,Higher,11993.92,2021-01-14,2020-12-27,2021-01-09
Ashby,Middlesex,"3,488",106,22,45.1,Yellow,Higher,2588,251,22,8.76%,Higher,7196.05,2021-01-14,2020-12-27,2021-01-09
Ashfield,Franklin,"1,695",21,<5,12.6,Grey,Lower,1446,97,5,5.15%,Lower,5721.46,2021-01-14,2020-12-27,2021-01-09
Ashland,Middlesex,"19,700",1025,207,75.1,Red,Higher,25199,2795,241,8.62%,Higher,14187.49,2021-01-14,2020-12-27,2021-01-09
Athol,Worcester,"11,981",444,109,65.0,Red,Higher,14100,1387,115,8.29%,Higher,11576.34,2021-01-14,2020-12-27,2021-01-09
Attleboro,Bristol,"46,517",2732,373,57.3,Red,Higher,47489,5158,406,7.87%,Lower,11088.32,2021-01-14,2020-12-27,2021-01-09
Auburn,Worcester,"16,484",1082,183,79.3,Red,Higher,22133,2176,204,9.38%,Higher,13200.58,2021-01-14,2020-12-27,2021-01-09
Avon,Norfolk,"4,376",305,61,99.6,Red,Higher,5119,580,76,13.10%,Lower,13253.53,2021-01-14,2020-12-27,2021-01-09
Ayer,Middlesex,"8,098",602,188,165.8,Red,Lower,13322,1327,201,15.15%,Lower,16386.31,2021-01-14,2020-12-27,2021-01-09
Barnstable,Barnstable,"44,773",2128,404,64.5,Red,Higher,44162,4840,426,8.80%,Higher,10810.20,2021-01-14,2020-12-27,2021-01-09
Barre,Worcester,"5,560",181,40,51.4,Red,Higher,5022,467,48,10.28%,Higher,8399.09,2021-01-14,2020-12-27,2021-01-09
Becket,Berkshire,"1,795",43,11,43.8,Green,Higher,1668,209,11,5.26%,Higher,11640.88,2021-01-14,2020-12-27,2021-01-09
Bedford,Middlesex,"14,995",595,117,55.7,Yellow,Higher,25196,2946,124,4.21%,Higher,19646.94,2021-01-14,2020-12-27,2021-01-09
Belchertown,Hampshire,"16,054",502,110,48.9,Red,Higher,20612,1894,124,6.55%,Lower,11797.42,2021-01-14,2020-12-27,2021-01-09
Bellingham,Norfolk,"18,017",688,109,43.2,Red,Lower,14952,1274,116,9.11%,Lower,7071.05,2021-01-14,2020-12-27,2021-01-09
Belmont,Middlesex,"27,409",785,158,41.2,Yellow,Higher,41406,4605,177,3.84%,Lower,16801.30,2021-01-14,2020-12-27,2021-01-09
Berkley,Bristol,"6,815",447,108,113.2,Red,Higher,7118,708,117,16.53%,Higher,10388.74,2021-01-14,2020-12-27,2021-01-09
Berlin,Worcester,"3,227",120,34,75.3,Red,Higher,3793,401,37,9.23%,Higher,12425.59,2021-01-14,2020-12-27,2021-01-09
Bernardston,Franklin,"2,073",32,<5,10.3,Grey,Higher,2476,219,4,1.83%,Lower,10566.72,2021-01-14,2020-12-27,2021-01-09
Beverly,Essex,"41,071",2342,475,82.6,Red,Higher,91820,7394,549,7.42%,Higher,18003.01,2021-01-14,2020-12-27,2021-01-09
Billerica,Middlesex,"43,673",2574,488,79.8,Red,Higher,50046,5353,535,9.99%,Lower,12257.11,2021-01-14,2020-12-27,2021-01-09
Blackstone,Worcester,"9,026",367,65,51.4,Red,Higher,8014,705,69,9.79%,Higher,7810.80,2021-01-14,2020-12-27,2021-01-09
Blandford,Hampden,"1,209",32,8,47.3,Grey,Higher,933,104,8,7.69%,Lower,8602.33,2021-01-14,2020-12-27,2021-01-09
Bolton,Worcester,"5,055",112,21,29.7,Yellow,Lower,6619,672,22,3.27%,Lower,13293.13,2021-01-14,2020-12-27,2021-01-09
Boston,Suffolk,"692,958",46455,7026,72.4,Red,Higher,2013633,132957,7863,5.91%,No Change,19186.87,2021-01-14,2020-12-27,2021-01-09
Bourne,Barnstable,"21,026",707,154,52.3,Red,Higher,24128,2645,163,6.16%,No Change,12579.94,2021-01-14,2020-12-27,2021-01-09
Boxborough,Middlesex,"5,073",121,24,33.8,Yellow,Higher,5405,522,25,4.79%,No Change,10289.54,2021-01-14,2020-12-27,2021-01-09
Boxford,Essex,"7,640",341,72,67.3,Red,Higher,10514,996,79,7.93%,Higher,13035.82,2021-01-14,2020-12-27,2021-01-09
Boylston,Worcester,"4,489",194,42,66.8,Red,Higher,5800,586,44,7.51%,No Change,13053.00,2021-01-14,2020-12-27,2021-01-09
